Floor,Building,"Owner Association",Description,"Property Number","Property Type"
,17,1,,703,UNIT
,17,1,,2505,UNIT
,17,1,,303,UNIT
,17,1,,2805,UNIT
,17,1,,2603,UNIT
,17,1,,2605,UNIT
,17,1,,2711,UNIT
,17,1,,2716,UNIT
,17,1,,2902,UNIT
,17,1,,2104,UNIT
,17,1,,901,UNIT
,17,1,,705,UNIT
,17,1,,2809,UNIT
,17,1,,1104,UNIT
,17,1,,1006,UNIT
,17,1,,104,UNIT
,17,1,,1105,UNIT
,17,1,,2904,UNIT
,17,1,,1204,UNIT
,17,1,,1805,UNIT
,17,1,,1606,UNIT
,17,1,,1406,UNIT
,17,1,,404,UNIT
,17,1,,2517,UNIT
,17,1,,2709,UNIT
,17,1,,506,UNIT
,17,1,,2504,UNIT
,17,1,,2515,UNIT
,17,1,,2301,UNIT
,17,1,,2918,UNIT
,17,1,,2412,UNIT
,17,1,,3007,UNIT
,17,1,,2804,UNIT
,17,1,,B5-75,UNIT
,17,1,,B4-39,UNIT
,17,1,,B4-77,UNIT
,17,1,,P3-5,UNIT
,17,1,,B5-69,UNIT
,17,1,,B5-108,UNIT
,17,1,,B5-112,UNIT
,17,1,,B4-83,UNIT
,17,1,,B4-103,UNIT
,17,1,,B3-107,UNIT
,17,1,,B5-48,UNIT
,17,1,,B3-110,UNIT
,17,1,,B5-47,UNIT
,17,1,,B5-64,UNIT
,17,1,,B5-98,UNIT
,17,1,,B5-101,UNIT
,17,1,,B4-5,UNIT
,17,1,,B3-18,UNIT
,17,1,,B5-25,UNIT
,17,1,,B5-58,UNIT
,17,1,,B5-111,UNIT
,17,1,,B4-3,UNIT
,17,1,,B4-19,UNIT
,17,1,,B5-9,UNIT
,17,1,,B5-67,UNIT
,17,1,,B4-2,UNIT
,17,1,,B4-27,UNIT
,17,1,,B4-122,UNIT
,17,1,,B3-13,UNIT
,17,1,,B2-110,UNIT
,17,1,,B4-99,UNIT
,17,1,,B4-128,UNIT
,17,1,,B3-106,UNIT
,17,1,,B5-31,UNIT
,17,1,,B5-52,UNIT
,17,1,,B4-6,UNIT
,17,1,,B4-29,UNIT
,17,1,,B4-79,UNIT
,17,1,,B5-20,UNIT
,17,1,,2202,UNIT
,17,1,,RT-3,UNIT
,17,1,,103,UNIT
,17,1,,2204,UNIT
,17,1,,2411,UNIT
,17,1,,905,UNIT
,17,1,,2702,UNIT
,17,1,,2905,UNIT
,17,1,,602,UNIT
,17,1,,2610,UNIT
,17,1,,3005,UNIT
,17,1,,2316,UNIT
,17,1,,2513,UNIT
,17,1,,1604,UNIT
,17,1,,1101,UNIT
,17,1,,2807,UNIT
,17,1,,2414,UNIT
,17,1,,1106,UNIT
,17,1,,2312,UNIT
,17,1,,1303,UNIT
,17,1,,2506,UNIT
,17,1,,2001,UNIT
,17,1,,2806,UNIT
,17,1,,2509,UNIT
,17,1,,1503,UNIT
,17,1,,2705,UNIT
,17,1,,1403,UNIT
,17,1,,2203,UNIT
,17,1,,3011,UNIT
,17,1,,2701,UNIT
,17,1,,1804,UNIT
,17,1,,1306,UNIT
,17,1,,1205,UNIT
,17,1,,B5-30,UNIT
,17,1,,B5-41,UNIT
,17,1,,B5-97,UNIT
,17,1,,B4-7,UNIT
,17,1,,B4-54,UNIT
,17,1,,B4-70,UNIT
,17,1,,B4-101,UNIT
,17,1,,B4-132,UNIT
,17,1,,B3-20,UNIT
,17,1,,B3-40,UNIT
,17,1,,B3-119,UNIT
,17,1,,B5-71,UNIT
,17,1,,B5-105,UNIT
,17,1,,B5-134,UNIT
,17,1,,B4-13,UNIT
,17,1,,B4-40,UNIT
,17,1,,B4-41,UNIT
,17,1,,B4-135,UNIT
,17,1,,P3-83,UNIT
,17,1,,B5-63,UNIT
,17,1,,B5-107,UNIT
,17,1,,B4-31,UNIT
,17,1,,B4-47,UNIT
,17,1,,B4-76,UNIT
,17,1,,B4-108,UNIT
,17,1,,B4-119,UNIT
,17,1,,B4-124,UNIT
,17,1,,B3-117,UNIT
,17,1,,B5-91,UNIT
,17,1,,B5-104,UNIT
,17,1,,B4-23,UNIT
,17,1,,B4-32,UNIT
,17,1,,B4-65,UNIT
,17,1,,B3-25,UNIT
,17,1,,P3-62,UNIT
,17,1,,B5-95,UNIT
,17,1,,B4-35,UNIT
,17,1,,B4-36,UNIT
,17,1,,B4-120,UNIT
,17,1,,P3-3,UNIT
,17,1,,B3-118,UNIT
,17,1,,B5-19,UNIT
,17,1,,B5-89,UNIT
,17,1,,B5-119,UNIT
,17,1,,B4-25,UNIT
,17,1,,B4-38,UNIT
,17,1,,G-02,UNIT
,17,1,,B5-10,UNIT
,17,1,,B5-29,UNIT
,17,1,,B5-65,UNIT
,17,1,,B5-116,UNIT
,17,1,,B4-130,UNIT
,17,1,,2507,UNIT
,17,1,,2817,UNIT
,17,1,,201,UNIT
,17,1,,2313,UNIT
,17,1,,2816,UNIT
,17,1,,1202,UNIT
,17,1,,1201,UNIT
,17,1,,3017,UNIT
,17,1,,2317,UNIT
,17,1,,1902,UNIT
,17,1,,204,UNIT
,17,1,,2201,UNIT
,17,1,,2912,UNIT
,17,1,,2617,UNIT
,17,1,,2502,UNIT
,17,1,,2302,UNIT
,17,1,,2615,UNIT
,17,1,,101,UNIT
,17,1,,2405,UNIT
,17,1,,1706,UNIT
,17,1,,1206,UNIT
,17,1,,2703,UNIT
,17,1,,601,UNIT
,17,1,,704,UNIT
,17,1,,405,UNIT
,17,1,,2713,UNIT
,17,1,,2511,UNIT
,17,1,,1802,UNIT
,17,1,,1601,UNIT
,17,1,,1603,UNIT
,17,1,,2510,UNIT
,17,1,,2814,UNIT
,17,1,,802,UNIT
,17,1,,2815,UNIT
,17,1,,2714,UNIT
,17,1,,2308,UNIT
,17,1,,2102,UNIT
,17,1,,2917,UNIT
,17,1,,1302,UNIT
,17,1,,2311,UNIT
,17,1,,502,UNIT
,17,1,,3015,UNIT
,17,1,,1701,UNIT
,17,1,,B4-44,UNIT
,17,1,,B4-133,UNIT
,17,1,,B3-19,UNIT
,17,1,,B5-50,UNIT
,17,1,,B5-56,UNIT
,17,1,,B5-66,UNIT
,17,1,,B5-106,UNIT
,17,1,,B5-125,UNIT
,17,1,,B5-132,UNIT
,17,1,,B4-55,UNIT
,17,1,,B4-78,UNIT
,17,1,,B4-97,UNIT
,17,1,,B4-10,UNIT
,17,1,,B3-95,UNIT
,17,1,,P3-8,UNIT
,17,1,,B5-11,UNIT
,17,1,,B5-73,UNIT
,17,1,,B4-117,UNIT
,17,1,,B4-126,UNIT
,17,1,,B3-26,UNIT
,17,1,,B5-46,UNIT
,17,1,,B5-61,UNIT
,17,1,,B5-103,UNIT
,17,1,,B5-118,UNIT
,17,1,,B5-126,UNIT
,17,1,,B4-82,UNIT
,17,1,,B4-107,UNIT
,17,1,,B4-129,UNIT
,17,1,,B4-137,UNIT
,17,1,,G-01,UNIT
,17,1,,B5-115,UNIT
,17,1,,B5-128,UNIT
,17,1,,B4-62,UNIT
,17,1,,B5-129,UNIT
,17,1,,B4-4,UNIT
,17,1,,B4-138,UNIT
,17,1,,B3-39,UNIT
,17,1,,P3-16,UNIT
,17,1,,B5-28,UNIT
,17,1,,B5-68,UNIT
,17,1,,B4-64,UNIT
,17,1,,B3-27,UNIT
,17,1,,B3-70,UNIT
,17,1,,B5-1,UNIT
,17,1,,2309,UNIT
,17,1,,2708,UNIT
,17,1,,2306,UNIT
,17,1,,3003,UNIT
,17,1,,906,UNIT
,17,1,,2911,UNIT
,17,1,,205,UNIT
,17,1,,1005,UNIT
,17,1,,1504,UNIT
,17,1,,1505,UNIT
,17,1,,2915,UNIT
,17,1,,903,UNIT
,17,1,,605,UNIT
,17,1,,3013,UNIT
,17,1,,302,UNIT
,17,1,,2401,UNIT
,17,1,,202,UNIT
,17,1,,2413,UNIT
,17,1,,2609,UNIT
,17,1,,2710,UNIT
,17,1,,2503,UNIT
,17,1,,1405,UNIT
,17,1,,2416,UNIT
,17,1,,2907,UNIT
,17,1,,305,UNIT
,17,1,,2310,UNIT
,17,1,,1501,UNIT
,17,1,,1502,UNIT
,17,1,,606,UNIT
,17,1,,701,UNIT
,17,1,,1803,UNIT
,17,1,,1004,UNIT
,17,1,,2307,UNIT
,17,1,,1703,UNIT
,17,1,,904,UNIT
,17,1,,1704,UNIT
,17,1,,2403,UNIT
,17,1,,B5-49,UNIT
,17,1,,B4-80,UNIT
,17,1,,B4-102,UNIT
,17,1,,P3-1,UNIT
,17,1,,B5-84,UNIT
,17,1,,B5-7,UNIT
,17,1,,B5-12,UNIT
,17,1,,B5-100,UNIT
,17,1,,B5-133,UNIT
,17,1,,P3-84,UNIT
,17,1,,B5-86,UNIT
,17,1,,B5-113,UNIT
,17,1,,B4-49,UNIT
,17,1,,B2-112,UNIT
,17,1,,P3-10,UNIT
,17,1,,B5-82,UNIT
,17,1,,B4-75,UNIT
,17,1,,B4-50,UNIT
,17,1,,B4-63,UNIT
,17,1,,B4-110,UNIT
,17,1,,B4-1,UNIT
,17,1,,B4-72,UNIT
,17,1,,B5-44,UNIT
,17,1,,B5-131,UNIT
,17,1,,B4-11,UNIT
,17,1,,B4-12,UNIT
,17,1,,B4-71,UNIT
,17,1,,P3-87,UNIT
,17,1,,B5-18,UNIT
,17,1,,2618,UNIT
,17,1,,2314,UNIT
,17,1,,2516,UNIT
,17,1,,2606,UNIT
,17,1,,2415,UNIT
,17,1,,2613,UNIT
,17,1,,3008,UNIT
,17,1,,2611,UNIT
,17,1,,505,UNIT
,17,1,,2402,UNIT
,17,1,,3002,UNIT
,17,1,,1901,UNIT
,17,1,,2801,UNIT
,17,1,,2906,UNIT
,17,1,,2101,UNIT
,17,1,,2910,UNIT
,17,1,,1003,UNIT
,17,1,,3006,UNIT
,17,1,,2614,UNIT
,17,1,,2407,UNIT
,17,1,,2604,UNIT
,17,1,,1305,UNIT
,17,1,,1301,UNIT
,17,1,,2518,UNIT
,17,1,,2305,UNIT
,17,1,,2410,UNIT
,17,1,,2712,UNIT
,17,1,,3004,UNIT
,17,1,,2803,UNIT
,17,1,,306,UNIT
,17,1,,603,UNIT
,17,1,,2318,UNIT
,17,1,,902,UNIT
,17,1,,1506,UNIT
,17,1,,1806,UNIT
,17,1,,501,UNIT
,17,1,,B5-96,UNIT
,17,1,,B2-94,UNIT
,17,1,,P3-86,UNIT
,17,1,,P3-88,UNIT
,17,1,,B5-23,UNIT
,17,1,,B5-27,UNIT
,17,1,,B4-59,UNIT
,17,1,,B4-85,UNIT
,17,1,,B4-105,UNIT
,17,1,,B5-135,UNIT
,17,1,,B4-26,UNIT
,17,1,,B4-28,UNIT
,17,1,,B4-42,UNIT
,17,1,,B4-51,UNIT
,17,1,,B4-100,UNIT
,17,1,,B4-118,UNIT
,17,1,,B5-17,UNIT
,17,1,,B5-33,UNIT
,17,1,,B5-109,UNIT
,17,1,,B4-21,UNIT
,17,1,,B4-48,UNIT
,17,1,,B3-24,UNIT
,17,1,,B5-54,UNIT
,17,1,,B5-72,UNIT
,17,1,,B5-90,UNIT
,17,1,,B4-34,UNIT
,17,1,,B4-73,UNIT
,17,1,,B3-108,UNIT
,17,1,,P3-6,UNIT
,17,1,,B4-86,UNIT
,17,1,,B4-94,UNIT
,17,1,,P3-2,UNIT
,17,1,,B5-87,UNIT
,17,1,,B4-61,UNIT
,17,1,,B1-130,UNIT
,17,1,,B5-51,UNIT
,17,1,,B4-116,UNIT
,17,1,,B4-136,UNIT
,17,1,,P3-11,UNIT
,17,1,,P3-85,UNIT
,17,1,,B5-13,UNIT
,17,1,,604,UNIT
,17,1,,3014,UNIT
,17,1,,803,UNIT
,17,1,,2418,UNIT
,17,1,,2004,UNIT
,17,1,,1404,UNIT
,17,1,,706,UNIT
,17,1,,401,UNIT
,17,1,,2304,UNIT
,17,1,,503,UNIT
,17,1,,1203,UNIT
,17,1,,3001,UNIT
,17,1,,3018,UNIT
,17,1,,2607,UNIT
,17,1,,102,UNIT
,17,1,,304,UNIT
,17,1,,2501,UNIT
,17,1,,2818,UNIT
,17,1,,2718,UNIT
,17,1,,504,UNIT
,17,1,,2514,UNIT
,17,1,,2706,UNIT
,17,1,,1903,UNIT
,17,1,,3009,UNIT
,17,1,,2404,UNIT
,17,1,,2707,UNIT
,17,1,,2417,UNIT
,17,1,,2303,UNIT
,17,1,,2315,UNIT
,17,1,,2813,UNIT
,17,1,,806,UNIT
,17,1,,2901,UNIT
,17,1,,2003,UNIT
,17,1,,B5-59,UNIT
,17,1,,B5-74,UNIT
,17,1,,B5-80,UNIT
,17,1,,B5-99,UNIT
,17,1,,B5-110,UNIT
,17,1,,B4-66,UNIT
,17,1,,B4-87,UNIT
,17,1,,P3-13,UNIT
,17,1,,B5-77,UNIT
,17,1,,B5-78,UNIT
,17,1,,B5-5,UNIT
,17,1,,B5-6,UNIT
,17,1,,B5-38,UNIT
,17,1,,B5-88,UNIT
,17,1,,B5-130,UNIT
,17,1,,B4-14,UNIT
,17,1,,B4-127,UNIT
,17,1,,B4-68,UNIT
,17,1,,B4-111,UNIT
,17,1,,B3-116,UNIT
,17,1,,B4-53,UNIT
,17,1,,B4-60,UNIT
,17,1,,B4-69,UNIT
,17,1,,B4-98,UNIT
,17,1,,P3-14,UNIT
,17,1,,B5-2,UNIT
,17,1,,B5-24,UNIT
,17,1,,B5-53,UNIT
,17,1,,B5-70,UNIT
,17,1,,B5-121,UNIT
,17,1,,B4-8,UNIT
,17,1,,B4-20,UNIT
,17,1,,B4-104,UNIT
,17,1,,P3-7,UNIT
,17,1,,B5-26,UNIT
,17,1,,B5-34,UNIT
,17,1,,B4-9,UNIT
,17,1,,B4-89,UNIT
,17,1,,B3-94,UNIT
,17,1,,B5-3,UNIT
,17,1,,B4-106,UNIT
,17,1,,B4-121,UNIT
,17,1,,3012,UNIT
,17,1,,2914,UNIT
,17,1,,2602,UNIT
,17,1,,RT-4,UNIT
,17,1,,1602,UNIT
,17,1,,2608,UNIT
,17,1,,2612,UNIT
,17,1,,203,UNIT
,17,1,,RT-5,UNIT
,17,1,,2916,UNIT
,17,1,,1001,UNIT
,17,1,,403,UNIT
,17,1,,2616,UNIT
,17,1,,702,UNIT
,17,1,,402,UNIT
,17,1,,2812,UNIT
,17,1,,2802,UNIT
,17,1,,2406,UNIT
,17,1,,1801,UNIT
,17,1,,RT-2,UNIT
,17,1,,2717,UNIT
,17,1,,2913,UNIT
,17,1,,2508,UNIT
,17,1,,1002,UNIT
,17,1,,1705,UNIT
,17,1,,804,UNIT
,17,1,,2512,UNIT
,17,1,,2810,UNIT
,17,1,,1304,UNIT
,17,1,,B5-55,UNIT
,17,1,,B5-76,UNIT
,17,1,,B5-93,UNIT
,17,1,,B5-123,UNIT
,17,1,,B4-134,UNIT
,17,1,,B4-45,UNIT
,17,1,,B4-112,UNIT
,17,1,,B3-21,UNIT
,17,1,,P3-9,UNIT
,17,1,,B5-62,UNIT
,17,1,,B4-30,UNIT
,17,1,,B4-67,UNIT
,17,1,,B4-96,UNIT
,17,1,,B5-79,UNIT
,17,1,,B5-127,UNIT
,17,1,,B4-74,UNIT
,17,1,,B4-95,UNIT
,17,1,,B5-22,UNIT
,17,1,,B4-123,UNIT
,17,1,,P3-12,UNIT
,17,1,,P3-66,UNIT
,17,1,,B5-57,UNIT
,17,1,,B5-122,UNIT
,17,1,,B4-93,UNIT
,17,1,,B5-32,UNIT
,17,1,,B4-125,UNIT
,17,1,,B5-35,UNIT
,17,1,,B5-83,UNIT
,17,1,,B5-114,UNIT
,17,1,,B5-124,UNIT
,17,1,,B4-88,UNIT
,17,1,,B3-22,UNIT
,17,1,,2903,UNIT
,17,1,,2811,UNIT
,17,1,,1702,UNIT
,17,1,,2408,UNIT
,17,1,,406,UNIT
,17,1,,301,UNIT
,17,1,,2704,UNIT
,17,1,,801,UNIT
,17,1,,1103,UNIT
,17,1,,RT-1,UNIT
,17,1,,1904,UNIT
,17,1,,1605,UNIT
,17,1,,206,UNIT
,17,1,,2601,UNIT
,17,1,,2715,UNIT
,17,1,,2908,UNIT
,17,1,,1102,UNIT
,17,1,,2808,UNIT
,17,1,,2409,UNIT
,17,1,,3016,UNIT
,17,1,,2909,UNIT
,17,1,,2103,UNIT
,17,1,,805,UNIT
,17,1,,1401,UNIT
,17,1,,1402,UNIT
,17,1,,2002,UNIT
,17,1,,B5-60,UNIT
,17,1,,B4-52,UNIT
,17,1,,B3-23,UNIT
,17,1,,B3-109,UNIT
,17,1,,B1-54,UNIT
,17,1,,B4-46,UNIT
,17,1,,B4-81,UNIT
,17,1,,B5-37,UNIT
,17,1,,B5-81,UNIT
,17,1,,B5-136,UNIT
,17,1,,B4-18,UNIT
,17,1,,B4-22,UNIT
,17,1,,B4-56,UNIT
,17,1,,P3-61,UNIT
,17,1,,B5-43,UNIT
,17,1,,B5-102,UNIT
,17,1,,B4-37,UNIT
,17,1,,B4-58,UNIT
,17,1,,B5-94,UNIT
,17,1,,B4-131,UNIT
,17,1,,B3-71,UNIT
,17,1,,B5-4,UNIT
,17,1,,B5-14,UNIT
,17,1,,B5-36,UNIT
,17,1,,B5-40,UNIT
,17,1,,B5-42,UNIT
,17,1,,B5-85,UNIT
,17,1,,B5-92,UNIT
,17,1,,B4-24,UNIT
,17,1,,B4-43,UNIT
,17,1,,B4-84,UNIT
,17,1,,B4-90,UNIT
,17,1,,B4-92,UNIT
,17,1,,B4-109,UNIT
,17,1,,B5-8,UNIT
,17,1,,B5-21,UNIT
,17,1,,B5-39,UNIT
,17,1,,B5-120,UNIT
,17,1,,B4-91,UNIT
,17,1,,P3-4,UNIT
,17,1,,B5-45,UNIT
,17,1,,B4-33,UNIT
,17,1,,B4-57,UNIT
,17,1,,B3-28,UNIT
,17,1,,B3-120,UNIT
,17,1,,P3-15,UNIT
,1,1,,R03,UNIT
,2,1,,G05,UNIT
,19,1,,112,UNIT
,19,1,,104,UNIT
,19,1,,208,UNIT
,19,1,,206,UNIT
,19,1,,507,UNIT
,19,1,,512,UNIT
,19,1,,G011,UNIT
,19,1,,409,UNIT
,19,1,,108,UNIT
,19,1,,506,UNIT
,19,1,,G002,UNIT
,19,1,,G005,UNIT
,19,1,,G015,UNIT
,19,1,,G010,UNIT
,19,1,,103,UNIT
,19,1,,106,UNIT
,19,1,,211,UNIT
,19,1,,G004,UNIT
,19,1,,301,UNIT
,19,1,,515,UNIT
,19,1,,508,UNIT
,19,1,,307,UNIT
,19,1,,405,UNIT
,19,1,,201,UNIT
,19,1,,212,UNIT
,19,1,,204,UNIT
,19,1,,505,UNIT
,19,1,,306,UNIT
,19,1,,G014,UNIT
,19,1,,305,UNIT
,19,1,,408,UNIT
,19,1,,115,UNIT
,19,1,,412,UNIT
,19,1,,G001,UNIT
,19,1,,G012,UNIT
,19,1,,415,UNIT
,19,1,,312,UNIT
,19,1,,403,UNIT
,19,1,,102,UNIT
,19,1,,203,UNIT
,19,1,,213,UNIT
,19,1,,210,UNIT
,19,1,,413,UNIT
,19,1,,502,UNIT
,19,1,,302,UNIT
,19,1,,G007,UNIT
,19,1,,G008,UNIT
,19,1,,111,UNIT
,19,1,,107,UNIT
,19,1,,202,UNIT
,19,1,,411,UNIT
,19,1,,214,UNIT
,19,1,,209,UNIT
,19,1,,215,UNIT
,19,1,,503,UNIT
,19,1,,G009,UNIT
,19,1,,303,UNIT
,19,1,,311,UNIT
,19,1,,315,UNIT
,19,1,,404,UNIT
,19,1,,410,UNIT
,19,1,,101,UNIT
,19,1,,105,UNIT
,19,1,,207,UNIT
,19,1,,205,UNIT
,19,1,,501,UNIT
,19,1,,504,UNIT
,19,1,,511,UNIT
,19,1,,G003,UNIT
,19,1,,414,UNIT
,19,1,,G006,UNIT
,19,1,,G013,UNIT
,19,1,,R1,UNIT
,19,1,,304,UNIT
,19,1,,308,UNIT
,19,1,,401,UNIT
,19,1,,402,UNIT
,19,1,,406,UNIT
,19,1,,407,UNIT
,21,3,,407M,UNIT
,18,1,,SHOP-04,UNIT
,18,1,,B-21,UNIT
,18,1,,OFFICE-101,UNIT
,18,1,,B-24,UNIT
,18,1,,OFFICE-403,UNIT
,18,1,,OFFICE-01,UNIT
,18,1,,OFFICE-203,UNIT
,18,1,,B-23,UNIT
,18,1,,SHOP-03,UNIT
,18,1,,OFFICE-202,UNIT
,18,1,,SHOP-02,UNIT
,18,1,,OFFICE-102,UNIT
,18,1,,OFFICE-302,UNIT
,18,1,,OFFICE-401,UNIT
,18,1,,SHOP-01,UNIT
,18,1,,OFFICE-402,UNIT
,18,1,,OFFICE-02,UNIT
,18,1,,B-22,UNIT
4,1,1,AAAAAAAA,sdsad101,Flat
4,2,2,AAAAAAAA,sdsad101,Flat
4,1,1,AAAAAAAA,sdsad101,Flat
5,1,1,AAAAAAAA,sdsad101,Flat
